time_ms,packet_counter,timestamp_ms,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu2_acc_x,imu2_acc_y,imu2_acc_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,baro1_pressure,baro1_height,baro2_pressure,baro2_height,tank_pressure,tank_temp_top,tank_temp_bottom,tank_temp_feeding,injector_pressure,injector_temp,chamber_pressure,battery_soc,battery_current,battery_voltage,state,gnss_north,gnss_east,gnss_speed,gnss_altitude
17199,172,17199,0,0,0,0,0,0,0,0,0,0,0,0,559,4753,565,4760,305,305,300,290,4494,387,2091,94,65,1134,2,37628,21025,33806,4753
17299,173,17299,0,0,0,0,0,0,0,0,0,0,0,0,556,4786,563,4794,305,305,300,290,4493,388,2091,94,65,1134,2,37628,21024,33808,4786
17399,174,17399,0,0,0,0,0,0,0,0,0,0,0,0,554,4820,562,4829,305,305,300,290,4492,388,2091,94,65,1134,2,37628,21023,33809,4820
17499,175,17499,0,0,0,0,0,0,0,0,0,0,0,0,552,4854,561,4864,305,305,300,290,4491,388,2091,94,65,1134,2,37628,21022,33811,4854
17599,176,17599,0,0,0,0,0,0,0,0,0,0,0,0,549,4888,559,4899,305,305,300,290,4491,388,2092,94,65,1134,2,37628,21021,33813,4888
17699,177,17699,0,0,0,0,0,0,0,0,0,0,0,0,547,4922,558,4934,305,305,300,290,4490,388,2092,94,65,1134,2,37628,21020,33814,4922
17799,178,17799,0,0,0,0,0,0,0,0,0,0,0,0,545,4955,557,4968,305,305,300,290,4489,388,2092,94,65,1134,2,37627,21019,33816,4955
17899,179,17899,0,0,0,0,0,0,0,0,0,0,0,0,543,4989,556,5003,305,305,300,290,4488,389,2092,94,65,1134,2,37627,21018,33817,4989
17999,180,17999,0,0,0,0,0,0,0,0,0,0,0,0,540,5023,554,5038,305,305,300,290,4486,389,2093,94,65,1134,2,37627,21017,33819,5023
18099,181,18099,0,0,0,0,0,0,0,0,0,0,0,0,538,5057,543,5063,305,305,300,290,4485,389,2093,93,65,1134,2,37627,21016,33820,5057
18199,182,18199,0,0,0,0,0,0,0,0,0,0,0,0,536,5091,542,5098,305,305,300,290,4484,389,2093,93,65,1134,2,37626,21015,33822,5091
18299,183,18299,0,0,0,0,0,0,0,0,0,0,0,0,533,5125,540,5133,305,305,300,290,4483,389,2093,93,65,1134,2,37626,21014,33823,5125
18399,184,18399,0,0,0,0,0,0,0,0,0,0,0,0,531,5158,539,5167,305,305,300,290,4481,389,2094,93,65,1134,2,37626,21013,33824,5158
18499,185,18499,0,0,0,0,0,0,0,0,0,0,0,0,529,5192,538,5202,305,305,300,290,4480,389,2094,93,65,1134,2,37626,21012,33825,5192
18599,186,18599,0,0,0,0,0,0,0,0,0,0,0,0,527,5226,538,5237,305,305,300,290,4479,390,2094,93,65,1134,2,37625,21011,33826,5226
18699,187,18699,0,0,0,0,0,0,0,0,0,0,0,0,524,5260,536,5272,305,305,300,290,4477,390,2094,93,65,1134,2,37625,21010,33827,5260
18799,188,18799,0,0,0,0,0,0,0,0,0,0,0,0,522,5294,535,5307,305,305,300,290,4476,390,2095,93,65,1134,2,37625,21009,33828,5294
18900,189,18900,0,0,0,0,0,0,0,0,0,0,0,0,520,5327,534,5341,305,305,300,290,4474,390,2095,93,65,1134,2,37624,21008,33829,5327
19000,190,19000,0,0,0,0,0,0,0,0,0,0,0,0,518,5361,523,5366,305,305,300,290,4473,390,2095,93,65,1134,2,37624,21007,33830,5361
19100,191,19100,0,0,0,0,0,0,0,0,0,0,0,0,516,5395,522,5401,305,305,300,290,4471,390,2095,93,65,1134,2,37624,21006,33831,5395
19200,192,19200,0,0,0,0,0,0,0,0,0,0,0,0,514,5429,521,5436,305,305,300,290,4469,390,2095,93,65,1134,2,37623,21005,33832,5429
19300,193,19300,0,0,0,0,0,0,0,0,0,0,0,0,511,5463,519,5471,305,305,300,290,4468,391,2095,93,65,1134,2,37623,21004,33833,5463
19400,194,19400,0,0,0,0,0,0,0,0,0,0,0,0,509,5497,518,5506,306,306,301,291,4466,391,2096,93,65,1134,2,37623,21003,33833,5497
19500,195,19500,0,0,0,0,0,0,0,0,0,0,0,0,507,5530,517,5540,306,306,301,291,4464,391,2096,93,65,1134,2,37622,21002,33834,5530
19600,196,19600,0,0,0,0,0,0,0,0,0,0,0,0,505,5564,516,5575,306,306,301,291,4462,391,2096,93,65,1134,2,37622,21002,33835,5564
19700,197,19700,0,0,0,0,0,0,0,0,0,0,0,0,503,5598,515,5610,306,306,301,291,4460,391,2096,93,65,1134,2,37622,21001,33836,5598
19800,198,19800,0,0,0,0,0,0,0,0,0,0,0,0,501,5632,514,5645,306,306,301,291,4458,391,2096,93,65,1134,2,37621,21000,33836,5632
19900,199,19900,0,0,0,0,0,0,0,0,0,0,0,0,499,5666,513,5680,306,306,301,291,4456,391,2097,93,65,1134,2,37621,20999,33837,5666
20000,200,20000,0,0,0,0,0,0,0,0,0,0,0,0,496,5700,501,5705,306,306,301,291,4454,392,2097,93,65,1134,2,37620,20998,33838,5700
20100,201,20100,0,0,0,0,0,0,0,0,0,0,0,0,494,5733,500,5739,306,306,301,291,4452,392,2097,93,65,1134,2,37620,20997,33838,5733
20200,202,20200,0,0,0,0,0,0,0,0,0,0,0,0,492,5767,499,5774,306,306,301,291,4450,392,2097,93,65,1134,2,37620,20996,33839,5767
20300,203,20300,0,0,0,0,0,0,0,0,0,0,0,0,490,5801,498,5809,306,306,301,291,4448,392,2097,93,65,1134,2,37619,20995,33839,5801
20400,204,20400,0,0,0,0,0,0,0,0,0,0,0,0,488,5835,497,5844,306,306,301,291,4445,392,2097,93,65,1134,2,37619,20994,33840,5835
20500,205,20500,0,0,0,0,0,0,0,0,0,0,0,0,486,5869,496,5879,306,306,301,291,4443,392,2097,93,65,1134,2,37618,20993,33840,5869
20600,206,20600,0,0,0,0,0,0,0,0,0,0,0,0,484,5903,495,5914,306,306,301,291,4441,392,2098,93,65,1134,2,37618,20993,33841,5903
20700,207,20700,0,0,0,0,0,0,0,0,0,0,0,0,482,5937,494,5949,306,306,301,291,4438,392,2098,93,65,1134,2,37617,20992,33841,5937
20800,208,20800,0,0,0,0,0,0,0,0,0,0,0,0,480,5970,493,5983,306,306,301,291,4436,393,2098,93,65,1134,2,37617,20991,33842,5970
20900,209,20900,0,0,0,0,0,0,0,0,0,0,0,0,478,6004,492,6018,306,306,301,291,4434,393,2098,93,65,1134,2,37616,20990,33842,6004
21000,210,21000,0,0,0,0,0,0,0,0,0,0,0,0,476,6038,481,6043,306,306,301,291,4431,393,2098,92,65,1134,2,37616,20989,33842,6038
21100,211,21100,0,0,0,0,0,0,0,0,0,0,0,0,474,6072,480,6078,306,306,301,291,4429,393,2098,92,65,1134,2,37615,20988,33843,6072
21200,212,21200,0,0,0,0,0,0,0,0,0,0,0,0,472,6106,479,6113,306,306,301,291,4426,393,2098,92,65,1134,2,37615,20987,33843,6106
21300,213,21300,0,0,0,0,0,0,0,0,0,0,0,0,470,6140,478,6148,306,306,301,291,4423,393,2098,92,65,1134,2,37614,20986,33843,6140
21400,214,21400,0,0,0,0,0,0,0,0,0,0,0,0,468,6173,477,6182,306,306,301,291,4421,393,2098,92,65,1134,2,37614,20986,33844,6173
21500,215,21500,0,0,0,0,0,0,0,0,0,0,0,0,466,6207,476,6217,306,306,301,291,4418,393,2099,92,65,1134,2,37613,20985,33844,6207
21600,216,21600,0,0,0,0,0,0,0,0,0,0,0,0,464,6241,475,6252,306,306,301,291,4415,394,2099,92,65,1134,2,37613,20984,33844,6241
21700,217,21700,0,0,0,0,0,0,0,0,0,0,0,0,462,6275,474,6287,306,306,301,291,4412,394,2099,92,65,1134,2,37612,20983,33845,6275
21800,218,21800,0,0,0,0,0,0,0,0,0,0,0,0,460,6309,473,6322,306,306,301,291,4410,394,2099,92,65,1134,2,37612,20982,33845,6309
21900,219,21900,0,0,0,0,0,0,0,0,0,0,0,0,458,6343,472,6357,306,306,301,291,4407,394,2099,92,65,1134,2,37611,20981,33845,6343
22000,220,22000,0,0,0,0,0,0,0,0,0,0,0,0,456,6377,461,6382,306,306,301,291,4404,394,2099,92,65,1134,2,37610,20981,33846,6377
22100,221,22100,0,0,0,0,0,0,0,0,0,0,0,0,454,6410,460,6416,306,306,301,291,4401,394,2099,92,65,1134,2,37610,20980,33846,6410
22200,222,22200,0,0,0,0,0,0,0,0,0,0,0,0,452,6444,459,6451,306,306,301,291,4398,394,2099,92,65,1134,2,37609,20979,33846,6444
22300,223,22300,0,0,0,0,0,0,0,0,0,0,0,0,450,6478,458,6486,306,306,301,291,4395,394,2099,92,65,1134,2,37609,20978,33846,6478
22400,224,22400,0,0,0,0,0,0,0,0,0,0,0,0,448,6512,457,6521,306,306,301,291,4392,395,2099,92,65,1134,2,37608,20977,33846,6512
22500,225,22500,0,0,0,0,0,0,0,0,0,0,0,0,447,6546,457,6556,306,306,301,291,4389,395,2099,92,65,1134,2,37607,20977,33847,6546
22600,226,22600,0,0,0,0,0,0,0,0,0,0,0,0,445,6580,456,6591,306,306,301,291,4385,395,2099,92,65,1134,2,37607,20976,33847,6580
22700,227,22700,0,0,0,0,0,0,0,0,0,0,0,0,443,6613,455,6625,306,306,301,291,4382,395,2099,92,65,1134,2,37606,20975,33847,6613
22800,228,22800,0,0,0,0,0,0,0,0,0,0,0,0,441,6647,454,6660,306,306,301,291,4379,395,2099,92,65,1134,2,37605,20974,33847,6647
22900,229,22900,0,0,0,0,0,0,0,0,0,0,0,0,439,6681,453,6695,306,306,301,291,4376,395,2099,92,65,1134,2,37605,20974,33847,6681
23000,230,23000,0,0,0,0,0,0,0,0,0,0,0,0,437,6715,442,6720,306,306,301,291,4372,395,2099,92,65,1134,2,37604,20973,33848,6715
23100,231,23100,0,0,0,0,0,0,0,0,0,0,0,0,435,6749,441,6755,306,306,301,291,4369,395,2099,92,65,1134,2,37603,20972,33848,6749
23200,232,23200,0,0,0,0,0,0,0,0,0,0,0,0,433,6783,440,6790,306,306,301,291,4366,395,2099,92,65,1134,2,37603,20971,33848,6783
23300,233,23300,0,0,0,0,0,0,0,0,0,0,0,0,432,6817,440,6825,307,307,302,292,4362,395,2099,92,65,1134,2,37602,20971,33848,6817
23400,234,23400,0,0,0,0,0,0,0,0,0,0,0,0,430,6850,439,6859,307,307,302,292,4359,396,2099,92,65,1134,2,37601,20970,33848,6850
23500,235,23500,0,0,0,0,0,0,0,0,0,0,0,0,428,6884,438,6894,307,307,302,292,4355,396,2099,92,65,1134,2,37601,20969,33848,6884
23600,236,23600,0,0,0,0,0,0,0,0,0,0,0,0,426,6918,437,6929,307,307,302,292,4352,396,2099,92,65,1134,2,37600,20969,33848,6918
23700,237,23700,0,0,0,0,0,0,0,0,0,0,0,0,424,6952,436,6964,307,307,302,292,4348,396,2099,92,65,1134,2,37599,20968,33849,6952
23800,238,23800,0,0,0,0,0,0,0,0,0,0,0,0,423,6986,436,6999,307,307,302,292,4345,396,2099,92,65,1134,2,37599,20967,33849,6986
23900,239,23900,0,0,0,0,0,0,0,0,0,0,0,0,421,7020,435,7034,307,307,302,292,4341,396,2099,92,65,1134,2,37598,20966,33849,7020
24000,240,24000,0,0,0,0,0,0,0,0,0,0,0,0,419,7053,424,7058,307,307,302,292,4337,396,2099,91,65,1134,2,37597,20966,33849,7053
24100,241,24100,0,0,0,0,0,0,0,0,0,0,0,0,417,7087,423,7093,307,307,302,292,4334,396,2099,91,65,1134,2,37596,20965,33849,7087
24200,242,24200,0,0,0,0,0,0,0,0,0,0,0,0,416,7121,423,7128,307,307,302,292,4330,396,2099,91,65,1134,2,37596,20964,33849,7121
24300,243,24300,0,0,0,0,0,0,0,0,0,0,0,0,414,7155,422,7163,307,307,302,292,4326,396,2099,91,65,1134,2,37595,20964,33849,7155
24400,244,24400,0,0,0,0,0,0,0,0,0,0,0,0,412,7189,421,7198,307,307,302,292,4322,396,2099,91,65,1134,2,37594,20963,33849,7189
24500,245,24500,0,0,0,0,0,0,0,0,0,0,0,0,410,7223,420,7233,307,307,302,292,4318,397,2099,91,65,1134,2,37593,20962,33849,7223
24600,246,24600,0,0,0,0,0,0,0,0,0,0,0,0,409,7257,420,7268,307,307,302,292,4315,397,2099,91,65,1134,2,37593,20962,33850,7257
24700,247,24700,0,0,0,0,0,0,0,0,0,0,0,0,407,7290,419,7302,307,307,302,292,4311,397,2099,91,65,1134,2,37592,20961,33850,7290
24800,248,24800,0,0,0,0,0,0,0,0,0,0,0,0,405,7324,418,7337,307,307,302,292,4307,397,2099,91,65,1134,2,37591,20961,33850,7324
24900,249,24900,0,0,0,0,0,0,0,0,0,0,0,0,403,7358,417,7372,307,307,302,292,4303,397,2099,91,65,1134,2,37590,20960,33850,7358
25000,250,25000,0,0,0,0,0,0,0,0,0,0,0,0,402,7392,407,7397,307,307,302,292,4299,397,2099,91,65,1134,2,37589,20959,33850,7392
25100,251,25100,0,0,0,0,0,0,0,0,0,0,0,0,400,7426,406,7432,307,307,302,292,4295,397,2099,91,65,1134,2,37589,20959,33850,7426
25200,252,25200,0,0,0,0,0,0,0,0,0,0,0,0,398,7460,405,7467,307,307,302,292,4291,397,2099,91,65,1134,2,37588,20958,33850,7460
25300,253,25300,0,0,0,0,0,0,0,0,0,0,0,0,397,7494,405,7502,307,307,302,292,4287,397,2099,91,65,1134,2,37587,20958,33850,7494
25400,254,25400,0,0,0,0,0,0,0,0,0,0,0,0,395,7527,404,7536,307,307,302,292,4282,397,2099,91,65,1134,2,37586,20957,33850,7527
25500,255,25500,0,0,0,0,0,0,0,0,0,0,0,0,393,7561,403,7571,307,307,302,292,4278,397,2099,91,65,1134,2,37585,20956,33850,7561
25600,256,25600,0,0,0,0,0,0,0,0,0,0,0,0,392,7595,403,7606,307,307,302,292,4274,397,2099,91,65,1134,2,37584,20956,33850,7595
25700,257,25700,0,0,0,0,0,0,0,0,0,0,0,0,390,7629,402,7641,307,307,302,292,4270,397,2098,91,65,1134,2,37584,20955,33850,7629
25800,258,25800,0,0,0,0,0,0,0,0,0,0,0,0,388,7663,401,7676,307,307,302,292,4266,398,2098,91,65,1134,2,37583,20955,33850,7663
25900,259,25900,0,0,0,0,0,0,0,0,0,0,0,0,387,7697,401,7711,307,307,302,292,4262,398,2098,91,65,1134,2,37582,20954,33850,7697
26000,260,26000,0,0,0,0,0,0,0,0,0,0,0,0,385,7730,390,7735,307,307,302,292,4257,398,2098,91,65,1134,2,37581,20954,33850,7730
26100,261,26100,0,0,0,0,0,0,0,0,0,0,0,0,383,7764,389,7770,307,307,302,292,4253,398,2098,91,65,1134,2,37580,20953,33850,7764
26200,262,26200,0,0,0,0,0,0,0,0,0,0,0,0,382,7798,389,7805,307,307,302,292,4249,398,2098,91,65,1134,2,37579,20953,33851,7798
26300,263,26300,0,0,0,0,0,0,0,0,0,0,0,0,380,7832,388,7840,307,307,302,292,4244,398,2098,91,65,1134,2,37578,20952,33851,7832
26400,264,26400,0,0,0,0,0,0,0,0,0,0,0,0,379,7866,388,7875,307,307,302,292,4240,398,2098,91,65,1134,2,37578,20952,33851,7866
26500,265,26500,0,0,0,0,0,0,0,0,0,0,0,0,377,7900,387,7910,307,307,302,292,4236,398,2098,91,65,1134,2,37577,20951,33851,7900
26600,266,26600,0,0,0,0,0,0,0,0,0,0,0,0,375,7934,386,7945,307,307,302,292,4231,398,2097,91,65,1134,2,37576,20951,33851,7934
26700,267,26700,0,0,0,0,0,0,0,0,0,0,0,0,374,7967,386,7979,307,307,302,292,4227,398,2097,91,65,1134,2,37575,20950,33851,7967
26800,268,26800,0,0,0,0,0,0,0,0,0,0,0,0,372,8001,385,8014,307,307,302,292,4222,398,2097,91,65,1134,2,37574,20950,33851,8001
26900,269,26900,0,0,0,0,0,0,0,0,0,0,0,0,371,8035,385,8049,307,307,302,292,4218,398,2097,91,65,1134,2,37573,20950,33851,8035
27000,270,27000,0,0,0,0,0,0,0,0,0,0,0,0,369,8069,374,8074,307,307,302,292,4213,398,2097,90,65,1134,2,37572,20949,33851,8069
27100,271,27100,0,0,0,0,0,0,0,0,0,0,0,0,367,8103,373,8109,307,307,302,292,4209,398,2097,90,65,1134,2,37571,20949,33851,8103
27200,272,27200,0,0,0,0,0,0,0,0,0,0,0,0,366,8137,373,8144,307,307,302,292,4204,398,2097,90,65,1134,2,37570,20948,33851,8137
27300,273,27300,0,0,0,0,0,0,0,0,0,0,0,0,364,8171,372,8179,307,307,302,292,4200,398,2096,90,65,1134,2,37570,20948,33851,8171
27400,274,27400,0,0,0,0,0,0,0,0,0,0,0,0,363,8204,372,8213,307,307,302,292,4195,398,2096,90,65,1134,2,37569,20947,33851,8204
27500,275,27500,0,0,0,0,0,0,0,0,0,0,0,0,361,8238,371,8248,307,307,302,292,4190,399,2096,90,65,1134,2,37568,20947,33851,8238
27600,276,27600,0,0,0,0,0,0,0,0,0,0,0,0,360,8272,371,8283,307,307,302,292,4186,399,2096,90,65,1134,2,37567,20947,33851,8272
27700,277,27700,0,0,0,0,0,0,0,0,0,0,0,0,358,8306,370,8318,307,307,302,292,4181,399,2096,90,65,1134,2,37566,20946,33851,8306
27800,278,27800,0,0,0,0,0,0,0,0,0,0,0,0,357,8340,370,8353,307,307,302,292,4176,399,2096,90,65,1134,2,37565,20946,33851,8340
27900,279,27900,0,0,0,0,0,0,0,0,0,0,0,0,355,8374,369,8388,308,308,303,293,4172,399,2095,90,65,1134,2,37564,20946,33851,8374
28000,280,28000,0,0,0,0,0,0,0,0,0,0,0,0,354,8408,359,8413,308,308,303,293,4167,399,2095,90,65,1134,2,37563,20945,33851,8408
28100,281,28100,0,0,0,0,0,0,0,0,0,0,0,0,352,8441,358,8447,308,308,303,293,4162,399,2095,90,65,1134,2,37562,20945,33851,8441
28200,282,28200,0,0,0,0,0,0,0,0,0,0,0,0,351,8475,358,8482,308,308,303,293,4158,399,2095,90,65,1134,2,37561,20945,33851,8475
28300,283,28300,0,0,0,0,0,0,0,0,0,0,0,0,349,8509,357,8517,308,308,303,293,4153,399,2095,90,65,1134,2,37560,20944,33851,8509
28400,284,28400,0,0,0,0,0,0,0,0,0,0,0,0,348,8543,357,8552,308,308,303,293,4148,399,2094,90,65,1134,2,37559,20944,33851,8543
28500,285,28500,0,0,0,0,0,0,0,0,0,0,0,0,346,8577,356,8587,308,308,303,293,4143,399,2094,90,65,1134,2,37558,20944,33851,8577
28600,286,28600,0,0,0,0,0,0,0,0,0,0,0,0,345,8611,356,8622,308,308,303,293,4138,399,2094,90,65,1134,2,37557,20943,33851,8611
28700,287,28700,0,0,0,0,0,0,0,0,0,0,0,0,343,8644,355,8656,308,308,303,293,4134,399,2094,90,65,1134,2,37556,20943,33851,8644
28800,288,28800,0,0,0,0,0,0,0,0,0,0,0,0,342,8678,355,8691,308,308,303,293,4129,399,2093,90,65,1134,2,37555,20943,33851,8678
28900,289,28900,0,0,0,0,0,0,0,0,0,0,0,0,340,8712,354,8726,308,308,303,293,4124,399,2093,90,65,1134,2,37554,20943,33851,8712
29000,290,29000,0,0,0,0,0,0,0,0,0,0,0,0,339,8746,344,8751,308,308,303,293,4119,399,2093,90,65,1134,2,37553,20942,33851,8746
29100,291,29100,0,0,0,0,0,0,0,0,0,0,0,0,338,8780,344,8786,308,308,303,293,4114,399,2093,90,65,1134,2,37552,20942,33851,8780
29200,292,29200,0,0,0,0,0,0,0,0,0,0,0,0,336,8814,343,8821,308,308,303,293,4109,399,2093,90,65,1134,2,37551,20942,33851,8814
29300,293,29300,0,0,0,0,0,0,0,0,0,0,0,0,335,8848,343,8856,308,308,303,293,4105,399,2092,90,65,1134,2,37551,20942,33851,8848
29400,294,29400,0,0,0,0,0,0,0,0,0,0,0,0,333,8881,342,8890,308,308,303,293,4100,399,2092,90,65,1134,2,37550,20942,33851,8881
29500,295,29500,0,0,0,0,0,0,0,0,0,0,0,0,332,8915,342,8925,308,308,303,293,4095,399,2092,90,65,1134,2,37549,20941,33851,8915
29600,296,29600,0,0,0,0,0,0,0,0,0,0,0,0,331,8949,342,8960,308,308,303,293,4090,399,2092,90,65,1134,2,37548,20941,33851,8949
29700,297,29700,0,0,0,0,0,0,0,0,0,0,0,0,329,8983,341,8995,308,308,303,293,4085,399,2091,90,65,1134,2,37547,20941,33851,8983
29800,298,29800,0,0,0,0,0,0,0,0,0,0,0,0,328,9017,341,9030,308,308,303,293,4080,399,2091,90,65,1134,2,37546,20941,33851,9017
29900,299,29900,0,0,0,0,0,0,0,0,0,0,0,0,326,9051,340,9065,308,308,303,293,4075,399,2091,90,65,1134,2,37545,20941,33851,9051
30000,300,30000,0,0,0,0,0,0,0,0,0,0,0,0,325,9085,330,9090,308,308,303,293,4070,399,2090,89,65,1135,2,37544,20941,33851,9085
30100,301,30100,0,0,0,0,0,0,0,0,0,0,0,0,324,9118,330,9124,308,308,303,293,4065,399,2090,89,65,1135,2,37543,20940,33851,9118
30200,302,30200,0,0,0,0,0,0,0,0,0,0,0,0,322,9152,329,9159,308,308,303,293,4060,399,2090,89,65,1135,2,37542,20940,33851,9152
30300,303,30300,0,0,0,0,0,0,0,0,0,0,0,0,321,9186,329,9194,308,308,303,293,4055,399,2090,89,65,1135,2,37541,20940,33851,9186
30400,304,30400,0,0,0,0,0,0,0,0,0,0,0,0,320,9220,329,9229,308,308,303,293,4050,399,2089,89,65,1135,2,37540,20940,33851,9220
30500,305,30500,0,0,0,0,0,0,0,0,0,0,0,0,318,9254,328,9264,308,308,303,293,4045,399,2089,89,65,1135,2,37539,20940,33851,9254
30600,306,30600,0,0,0,0,0,0,0,0,0,0,0,0,317,9288,328,9299,308,308,303,293,4040,399,2089,89,65,1135,2,37538,20940,33851,9288
30700,307,30700,0,0,0,0,0,0,0,0,0,0,0,0,315,9321,327,9333,308,308,303,293,4035,399,2088,89,65,1135,2,37537,20940,33851,9321
30800,308,30800,0,0,0,0,0,0,0,0,0,0,0,0,314,9355,327,9368,308,308,303,293,4030,399,2088,89,65,1135,2,37536,20940,33851,9355
30900,309,30900,0,0,0,0,0,0,0,0,0,0,0,0,313,9389,327,9403,308,308,303,293,4025,399,2088,89,65,1135,2,37535,20940,33851,9389
31000,310,31000,0,0,0,0,0,0,0,0,0,0,0,0,311,9423,316,9428,308,308,303,293,4020,399,2087,89,65,1135,2,37534,20940,33851,9423
31100,311,31100,0,0,0,0,0,0,0,0,0,0,0,0,310,9457,316,9463,308,308,303,293,4015,399,2087,89,65,1135,2,37533,20940,33851,9457
31200,312,31200,0,0,0,0,0,0,0,0,0,0,0,0,309,9491,316,9498,308,308,303,293,4010,399,2087,89,65,1135,2,37532,20940,33851,9491
31300,313,31300,0,0,0,0,0,0,0,0,0,0,0,0,308,9525,316,9533,308,308,303,293,4005,399,2086,89,65,1135,2,37531,20940,33851,9525
31400,314,31400,0,0,0,0,0,0,0,0,0,0,0,0,306,9558,315,9567,308,308,303,293,4000,399,2086,89,65,1135,2,37530,20940,33851,9558
31500,315,31500,0,0,0,0,0,0,0,0,0,0,0,0,305,9592,315,9602,308,308,303,293,3995,399,2086,89,65,1135,2,37529,20940,33851,9592
31600,316,31600,0,0,0,0,0,0,0,0,0,0,0,0,304,9626,315,9637,308,308,303,293,3990,399,2085,89,65,1135,2,37528,20940,33851,9626
31700,317,31700,0,0,0,0,0,0,0,0,0,0,0,0,302,9660,314,9672,308,308,303,293,3985,399,2085,89,65,1135,2,37527,20940,33851,9660
31800,318,31800,0,0,0,0,0,0,0,0,0,0,0,0,301,9694,314,9707,308,308,303,293,3980,399,2085,89,65,1135,2,37526,20940,33851,9694
31900,319,31900,0,0,0,0,0,0,0,0,0,0,0,0,300,9728,314,9742,308,308,303,293,3975,399,2084,89,65,1135,2,37525,20940,33851,9728
32000,320,32000,0,0,0,0,0,0,0,0,0,0,0,0,299,9762,304,9767,308,308,303,293,3970,399,2084,89,65,1135,2,37524,20940,33851,9762
32100,321,32100,0,0,0,0,0,0,0,0,0,0,0,0,297,9795,303,9801,308,308,303,293,3965,399,2084,89,65,1135,2,37523,20940,33851,9795
32200,322,32200,0,0,0,0,0,0,0,0,0,0,0,0,296,9829,303,9836,308,308,303,293,3960,399,2083,89,65,1135,2,37522,20940,33851,9829
32300,323,32300,0,0,0,0,0,0,0,0,0,0,0,0,295,9863,303,9871,308,308,303,293,3955,399,2083,89,65,1135,2,37521,20940,33851,9863
32400,324,32400,0,0,0,0,0,0,0,0,0,0,0,0,294,9897,303,9906,308,308,303,293,3950,399,2083,89,65,1135,2,37520,20940,33851,9897
32500,325,32500,0,0,0,0,0,0,0,0,0,0,0,0,292,9931,302,9941,308,308,303,293,3945,399,2082,89,65,1135,2,37519,20940,33851,9931
32600,326,32600,0,0,0,0,0,0,0,0,0,0,0,0,291,9965,302,9976,308,308,303,293,3940,399,2082,89,65,1135,2,37518,20940,33851,9965
32700,327,32700,0,0,0,0,0,0,0,0,0,0,0,0,290,9999,302,10011,308,308,303,293,3935,399,2082,89,65,1135,2,37517,20940,33851,9999
32800,328,32800,0,0,0,0,0,0,0,0,0,0,0,0,289,10032,302,10045,308,308,303,293,3931,399,2081,89,65,1135,2,37516,20940,33851,10032
32900,329,32900,0,0,0,0,0,0,0,0,0,0,0,0,287,10066,301,10080,308,308,303,293,3926,399,2081,89,65,1135,2,37515,20941,33851,10066
33000,330,33000,0,0,0,0,0,0,0,0,0,0,0,0,286,10100,291,10105,308,308,303,293,3921,399,2080,88,65,1135,2,37514,20941,33851,10100
33100,331,33100,0,0,0,0,0,0,0,0,0,0,0,0,285,10134,291,10140,308,308,303,293,3916,399,2080,88,65,1135,2,37513,20941,33851,10134
33200,332,33200,0,0,0,0,0,0,0,0,0,0,0,0,284,10168,291,10175,308,308,303,293,3911,399,2080,88,65,1135,2,37512,20941,33851,10168
33300,333,33300,0,0,0,0,0,0,0,0,0,0,0,0,283,10202,291,10210,308,308,303,293,3906,399,2079,88,65,1135,2,37511,20941,33851,10202
33400,334,33400,0,0,0,0,0,0,0,0,0,0,0,0,281,10236,290,10245,308,308,303,293,3901,399,2079,88,65,1135,2,37510,20941,33851,10236
33500,335,33500,0,0,0,0,0,0,0,0,0,0,0,0,280,10269,290,10279,308,308,303,293,3896,399,2078,88,65,1135,2,37509,20942,33851,10269
33600,336,33600,0,0,0,0,0,0,0,0,0,0,0,0,279,10303,290,10314,309,309,304,294,3891,399,2078,88,65,1135,2,37508,20942,33851,10303
33700,337,33700,0,0,0,0,0,0,0,0,0,0,0,0,278,10337,290,10349,309,309,304,294,3886,399,2078,88,65,1135,2,37507,20942,33851,10337
33800,338,33800,0,0,0,0,0,0,0,0,0,0,0,0,277,10371,290,10384,309,309,304,294,3881,399,2077,88,65,1135,2,37506,20942,33851,10371
33900,339,33900,0,0,0,0,0,0,0,0,0,0,0,0,275,10405,289,10419,309,309,304,294,3877,399,2077,88,65,1135,2,37505,20943,33851,10405
34000,340,34000,0,0,0,0,0,0,0,0,0,0,0,0,274,10439,279,10444,309,309,304,294,3872,399,2076,88,65,1135,2,37504,20943,33851,10439
34100,341,34100,0,0,0,0,0,0,0,0,0,0,0,0,273,10472,279,10478,309,309,304,294,3867,399,2076,88,65,1135,2,37503,20943,33851,10472
34200,342,34200,0,0,0,0,0,0,0,0,0,0,0,0,272,10506,279,10513,309,309,304,294,3862,399,2075,88,65,1135,2,37502,20943,33851,10506
34300,343,34300,0,0,0,0,0,0,0,0,0,0,0,0,271,10540,279,10548,309,309,304,294,3857,399,2075,88,65,1135,2,37501,20944,33851,10540
34400,344,34400,0,0,0,0,0,0,0,0,0,0,0,0,270,10574,279,10583,309,309,304,294,3853,399,2075,88,65,1135,2,37500,20944,33851,10574
